"2022-09-08";"12:24:05";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Temp";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"2022-09-08 12:17:23.489";"1662664643489";"566474";"2022-09-08";"12:17:23";"F";"15";"181";"201";"190";"-";"0.100";"8.0";"171";"0.84";"0.667";"0.737";"0.630";"1.095";"0.430";"0.470";"307";"421";"0.271"
"2022-09-08 12:17:43.485";"1662664663485";"586470";"2022-09-08";"12:17:43";"F";"16";"180";"196";"285";"-";"0.082";"9.8";"167";"0.84";"0.552";"0.746";"0.512";"1.148";"0.428";"0.490";"307";"421";"0.271"
"2022-09-08 12:18:03.466";"1662664683466";"606451";"2022-09-08";"12:18:03";"F";"17";"182";"194";"420";"-";"0.062";"10.9";"166";"0.84";"0.429";"0.754";"0.391";"1.170";"0.432";"0.506";"307";"421";"0.271"
"2022-09-08 12:18:23.463";"1662664703463";"626448";"2022-09-08";"12:18:23";"F";"18";"183";"192";"625";"-";"0.047";"12.3";"164";"0.84";"0.321";"0.754";"0.288";"1.193";"0.435";"0.518";"307";"421";"0.271"
"2022-09-08 12:18:43.447";"1662664723447";"646432";"2022-09-08";"12:18:43";"F";"19";"183";"192";"820";"-";"0.047";"16.2";"164";"0.84";"0.321";"0.754";"0.288";"1.193";"0.435";"0.518";"307";"421";"0.271"
"2022-09-08 12:18:46.769";"1662664726769";"649754";"2022-09-08";"12:18:46";"SLCE";"";"Light Curve end ";""
"2022-09-08 12:20:52.277";"1662664852277";"775262";"2022-09-08";"12:20:52";"SLCS";"";"Light Curve start ";""
"2022-09-08 12:20:52.277";"1662664852277";"775262";"2022-09-08";"12:20:52";"REG1";"";"#1: alpha: 0.042, ETRm: 44.694, Ik: 1069.723   ( beta: 0.203, ETRmPot: 649.987 ) ";""
"2022-09-08 12:20:52.277";"1662664852277";"775262";"2022-09-08";"12:20:52";"REG2";"";"#1: alpha: 0.039, ETRm: 35.231, Ik: 892.252 ";""
"2022-09-08 12:20:53.667";"1662664853667";"776652";"2022-09-08";"12:20:53";"FO";"20";"153";"189";"0";"-";"0.190";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"153";"189";"0.190"
"2022-09-08 12:21:13.657";"1662664873657";"796642";"2022-09-08";"12:21:13";"F";"21";"112";"121";"65";"-";"0.074";"2.0";"105";"0.84";"0.563";"0.556";"0.528";"0.562";"0.593";"0.333";"153";"189";"0.190"
"2022-09-08 12:21:33.641";"1662664893641";"816626";"2022-09-08";"12:21:33";"F";"22";"111";"121";"90";"-";"0.083";"3.1";"105";"0.84";"0.625";"0.556";"0.591";"0.562";"0.587";"0.330";"153";"189";"0.190"
"2022-09-08 12:21:53.636";"1662664913636";"836621";"2022-09-08";"12:21:53";"F";"23";"108";"118";"125";"-";"0.085";"4.5";"103";"0.84";"0.667";"0.583";"0.636";"0.602";"0.571";"0.344";"153";"189";"0.190"
"2022-09-08 12:22:13.622";"1662664933622";"856607";"2022-09-08";"12:22:13";"F";"24";"106";"116";"190";"-";"0.086";"6.9";"101";"0.84";"0.667";"0.583";"0.636";"0.629";"0.561";"0.353";"153";"189";"0.190"
"2022-09-08 12:22:33.608";"1662664953608";"876593";"2022-09-08";"12:22:33";"F";"25";"102";"111";"285";"-";"0.081";"9.7";"98";"0.84";"0.692";"0.639";"0.665";"0.703";"0.540";"0.379";"153";"189";"0.190"
"2022-09-08 12:22:53.603";"1662664973603";"896588";"2022-09-08";"12:22:53";"F";"26";"98";"107";"420";"-";"0.084";"14.8";"94";"0.84";"0.692";"0.639";"0.664";"0.766";"0.519";"0.397";"153";"189";"0.190"
"2022-09-08 12:23:13.593";"1662664993593";"916578";"2022-09-08";"12:23:13";"F";"27";"95";"105";"625";"-";"0.095";"24.9";"93";"0.84";"0.833";"0.667";"0.815";"0.800";"0.503";"0.402";"153";"189";"0.190"
"2022-09-08 12:23:33.580";"1662665013580";"936565";"2022-09-08";"12:23:33";"F";"28";"94";"101";"820";"-";"0.069";"23.8";"90";"0.84";"0.636";"0.694";"0.609";"0.871";"0.497";"0.434";"153";"189";"0.190"
"2022-09-08 12:23:36.716";"1662665016716";"939701";"2022-09-08";"12:23:36";"SLCE";"";"Light Curve end ";""
